,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
70,"[17, 2, 5, 2]","[18, 2, 4, 2]","[20, 2, 5, 2]","[21, 2, 4, 2]","[22, 2, 3, 2]","[23, 2, 2, 0]","[26, 2, 8, 0]","[27, 2, 7, 0]","[28, 2, 6, 0]","[30, 2, 9, 0]","[31, 2, 8, 0]","[33, 2, 6, 0]","[34, 2, 7, 0]","[35, 2, 9, 0]","[36, 2, 3, 0]","[37, 2, 3, 0]","[38, 2, 3, 0]","[39, 2, 4, 2]","[40, 2, 1, 2]","[41, 2, 4, 2]","[42, 2, 3, 2]","[43, 2, 7, 0]","[44, 2, 2, 0]",,,,,,,,,
71,"[17, 2, 5, 2]","[18, 2, 4, 2]","[20, 2, 5, 2]","[21, 2, 4, 2]","[22, 2, 3, 2]","[23, 2, 2, 2]","[26, 2, 8, 2]","[27, 2, 7, 2]","[28, 2, 6, 0]","[30, 2, 9, 0]","[31, 2, 8, 0]","[33, 2, 6, 0]","[34, 2, 7, 0]","[35, 2, 9, 0]","[36, 2, 3, 0]","[37, 2, 3, 0]","[38, 2, 3, 0]","[39, 2, 4, 2]","[40, 2, 1, 2]","[41, 2, 4, 2]","[42, 2, 3, 2]","[43, 2, 7, 0]","[44, 2, 2, 0]","[45, 2, 7, 0]",,,,,,,,
72,"[17, 2, 5, 2]","[18, 2, 4, 0]","[20, 2, 5, 0]","[21, 2, 4, 0]","[22, 2, 3, 0]","[23, 2, 2, 2]","[26, 2, 8, 2]","[27, 2, 7, 2]","[28, 2, 6, 0]","[30, 2, 9, 0]","[31, 2, 8, 0]","[33, 2, 6, 0]","[34, 2, 7, 0]","[35, 2, 9, 0]","[36, 2, 3, 0]","[37, 2, 3, 0]","[38, 2, 3, 0]","[39, 2, 4, 2]","[40, 2, 1, 2]","[41, 2, 4, 2]","[42, 2, 3, 2]","[43, 2, 7, 0]","[44, 2, 2, 0]","[45, 2, 7, 0]","[46, 2, 4, 0]",,,,,,,
73,"[17, 2, 5, 2]","[20, 2, 5, 0]","[21, 2, 4, 0]","[22, 2, 3, 0]","[23, 2, 2, 2]","[26, 2, 8, 2]","[27, 2, 7, 2]","[28, 2, 6, 0]","[30, 2, 9, 0]","[31, 2, 8, 0]","[33, 2, 6, 0]","[34, 2, 7, 0]","[35, 2, 9, 0]","[36, 2, 3, 0]","[37, 2, 3, 0]","[38, 2, 3, 0]","[39, 2, 4, 2]","[40, 2, 1, 2]","[41, 2, 4, 2]","[42, 2, 3, 2]","[43, 2, 7, 0]","[44, 2, 2, 0]","[45, 2, 7, 0]","[46, 2, 4, 0]",,,,,,,,
74,"[17, 2, 5, 2]","[20, 2, 5, 0]","[21, 2, 4, 0]","[22, 2, 3, 0]","[23, 2, 2, 2]","[26, 2, 8, 2]","[27, 2, 7, 2]","[28, 2, 6, 0]","[30, 2, 9, 0]","[31, 2, 8, 0]","[33, 2, 6, 0]","[34, 2, 7, 0]","[35, 2, 9, 0]","[36, 2, 3, 0]","[37, 2, 3, 0]","[38, 2, 3, 0]","[39, 2, 4, 2]","[40, 2, 1, 2]","[41, 2, 4, 2]","[42, 2, 3, 2]","[43, 2, 7, 0]","[44, 2, 2, 0]","[45, 2, 7, 0]","[46, 2, 4, 0]","[47, 2, 0, 0]",,,,,,,
75,"[17, 2, 5, 2]","[20, 2, 5, 0]","[21, 2, 4, 0]","[22, 2, 3, 0]","[23, 2, 2, 2]","[26, 2, 8, 2]","[27, 2, 7, 2]","[28, 2, 6, 2]","[30, 2, 9, 2]","[31, 2, 8, 0]","[33, 2, 6, 0]","[34, 2, 7, 0]","[35, 2, 9, 0]","[36, 2, 3, 0]","[37, 2, 3, 0]","[38, 2, 3, 0]","[39, 2, 4, 2]","[40, 2, 1, 2]","[41, 2, 4, 2]","[42, 2, 3, 2]","[43, 2, 7, 0]","[44, 2, 2, 0]","[45, 2, 7, 0]","[46, 2, 4, 0]","[47, 2, 0, 0]","[48, 2, 6, 0]",,,,,,
76,"[17, 2, 5, 2]","[20, 2, 5, 0]","[21, 2, 4, 0]","[22, 2, 3, 0]","[23, 2, 2, 2]","[26, 2, 8, 2]","[27, 2, 7, 2]","[28, 2, 6, 2]","[30, 2, 9, 2]","[31, 2, 8, 0]","[33, 2, 6, 0]","[34, 2, 7, 0]","[35, 2, 9, 0]","[36, 2, 3, 0]","[37, 2, 3, 0]","[38, 2, 3, 0]","[39, 2, 4, 2]","[40, 2, 1, 2]","[41, 2, 4, 2]","[42, 2, 3, 2]","[43, 2, 7, 0]","[44, 2, 2, 0]","[45, 2, 7, 0]","[46, 2, 4, 0]","[47, 2, 0, 0]","[48, 2, 6, 0]","[49, 2, 1, 0]",,,,,
77,"[17, 2, 5, 2]","[20, 2, 5, 0]","[21, 2, 4, 0]","[22, 2, 3, 0]","[23, 2, 2, 2]","[26, 2, 8, 2]","[27, 2, 7, 2]","[28, 2, 6, 2]","[30, 2, 9, 2]","[31, 2, 8, 0]","[33, 2, 6, 0]","[34, 2, 7, 0]","[35, 2, 9, 0]","[36, 2, 3, 0]","[37, 2, 3, 0]","[38, 2, 3, 0]","[39, 2, 4, 2]","[40, 2, 1, 2]","[41, 2, 4, 2]","[42, 2, 3, 2]","[43, 2, 7, 0]","[44, 2, 2, 0]","[45, 2, 7, 0]","[46, 2, 4, 0]","[47, 2, 0, 0]","[48, 2, 6, 0]","[49, 2, 1, 0]","[50, 2, 1, 0]",,,,
78,"[17, 2, 5, 0]","[20, 2, 5, 0]","[21, 2, 4, 0]","[22, 2, 3, 0]","[23, 2, 2, 2]","[26, 2, 8, 2]","[27, 2, 7, 2]","[28, 2, 6, 2]","[30, 2, 9, 2]","[31, 2, 8, 0]","[33, 2, 6, 0]","[34, 2, 7, 0]","[35, 2, 9, 0]","[36, 2, 3, 0]","[37, 2, 3, 0]","[38, 2, 3, 0]","[39, 2, 4, 2]","[40, 2, 1, 0]","[41, 2, 4, 0]","[42, 2, 3, 0]","[43, 2, 7, 0]","[44, 2, 2, 0]","[45, 2, 7, 0]","[46, 2, 4, 0]","[47, 2, 0, 0]","[48, 2, 6, 0]","[49, 2, 1, 0]","[50, 2, 1, 0]","[51, 2, 0, 0]",,,
79,"[17, 2, 5, 0]","[20, 2, 5, 0]","[21, 2, 4, 0]","[22, 2, 3, 0]","[23, 2, 2, 0]","[26, 2, 8, 0]","[28, 2, 6, 2]","[30, 2, 9, 2]","[31, 2, 8, 0]","[33, 2, 6, 0]","[34, 2, 7, 0]","[35, 2, 9, 0]","[36, 2, 3, 0]","[37, 2, 3, 0]","[38, 2, 3, 0]","[39, 2, 4, 2]","[40, 2, 1, 0]","[41, 2, 4, 0]","[42, 2, 3, 0]","[43, 2, 7, 0]","[44, 2, 2, 0]","[45, 2, 7, 0]","[46, 2, 4, 0]","[47, 2, 0, 0]","[48, 2, 6, 0]","[49, 2, 1, 0]","[50, 2, 1, 0]","[51, 2, 0, 0]",,,,
80,"[17, 2, 5, 0]","[20, 2, 5, 0]","[21, 2, 4, 0]","[22, 2, 3, 0]","[23, 2, 2, 0]","[26, 2, 8, 0]","[28, 2, 6, 2]","[30, 2, 9, 2]","[31, 2, 8, 2]","[33, 2, 6, 2]","[34, 2, 7, 2]","[35, 2, 9, 2]","[36, 2, 3, 2]","[37, 2, 3, 0]","[38, 2, 3, 0]","[39, 2, 4, 2]","[40, 2, 1, 0]","[41, 2, 4, 0]","[42, 2, 3, 0]","[43, 2, 7, 0]","[44, 2, 2, 0]","[45, 2, 7, 0]","[46, 2, 4, 0]","[47, 2, 0, 0]","[48, 2, 6, 0]","[49, 2, 1, 0]","[50, 2, 1, 0]","[51, 2, 0, 0]",,,,
81,"[17, 2, 5, 0]","[20, 2, 5, 0]","[22, 2, 3, 0]","[23, 2, 2, 0]","[26, 2, 8, 0]","[28, 2, 6, 2]","[30, 2, 9, 2]","[31, 2, 8, 2]","[33, 2, 6, 2]","[34, 2, 7, 2]","[35, 2, 9, 2]","[36, 2, 3, 2]","[37, 2, 3, 0]","[38, 2, 3, 0]","[39, 2, 4, 2]","[40, 2, 1, 0]","[41, 2, 4, 0]","[42, 2, 3, 0]","[43, 2, 7, 0]","[44, 2, 2, 0]","[45, 2, 7, 0]","[46, 2, 4, 0]","[47, 2, 0, 0]","[48, 2, 6, 0]","[49, 2, 1, 0]","[50, 2, 1, 0]","[51, 2, 0, 0]",,,,,
82,"[17, 2, 5, 0]","[20, 2, 5, 0]","[22, 2, 3, 0]","[23, 2, 2, 0]","[26, 2, 8, 0]","[28, 2, 6, 2]","[30, 2, 9, 2]","[31, 2, 8, 2]","[33, 2, 6, 2]","[34, 2, 7, 2]","[35, 2, 9, 2]","[36, 2, 3, 2]","[37, 2, 3, 2]","[38, 2, 3, 2]","[39, 2, 4, 2]","[40, 2, 1, 0]","[41, 2, 4, 0]","[42, 2, 3, 0]","[43, 2, 7, 0]","[44, 2, 2, 0]","[45, 2, 7, 0]","[46, 2, 4, 0]","[47, 2, 0, 0]","[48, 2, 6, 0]","[49, 2, 1, 0]","[50, 2, 1, 0]","[51, 2, 0, 0]","[52, 2, 5, 0]",,,,
83,"[17, 2, 5, 0]","[20, 2, 5, 0]","[22, 2, 3, 0]","[23, 2, 2, 0]","[26, 2, 8, 0]","[28, 2, 6, 2]","[30, 2, 9, 2]","[31, 2, 8, 2]","[33, 2, 6, 2]","[34, 2, 7, 2]","[35, 2, 9, 2]","[36, 2, 3, 2]","[37, 2, 3, 2]","[38, 2, 3, 2]","[39, 2, 4, 2]","[40, 2, 1, 2]","[41, 2, 4, 2]","[42, 2, 3, 2]","[43, 2, 7, 2]","[44, 2, 2, 0]","[45, 2, 7, 0]","[46, 2, 4, 0]","[47, 2, 0, 0]","[48, 2, 6, 0]","[49, 2, 1, 0]","[50, 2, 1, 0]","[51, 2, 0, 0]","[52, 2, 5, 0]","[53, 2, 6, 0]",,,
84,"[17, 2, 5, 0]","[20, 2, 5, 0]","[22, 2, 3, 0]","[23, 2, 2, 0]","[26, 2, 8, 0]","[28, 2, 6, 2]","[30, 2, 9, 2]","[31, 2, 8, 2]","[33, 2, 6, 2]","[34, 2, 7, 2]","[35, 2, 9, 2]","[36, 2, 3, 2]","[37, 2, 3, 2]","[38, 2, 3, 2]","[39, 2, 4, 2]","[40, 2, 1, 2]","[41, 2, 4, 2]","[42, 2, 3, 2]","[43, 2, 7, 2]","[44, 2, 2, 0]","[45, 2, 7, 0]","[46, 2, 4, 0]","[47, 2, 0, 0]","[48, 2, 6, 0]","[49, 2, 1, 0]","[50, 2, 1, 0]","[51, 2, 0, 0]","[52, 2, 5, 0]","[53, 2, 6, 0]",,,
85,"[17, 2, 5, 0]","[20, 2, 5, 0]","[22, 2, 3, 0]","[23, 2, 2, 0]","[26, 2, 8, 0]","[28, 2, 6, 0]","[30, 2, 9, 0]","[31, 2, 8, 2]","[33, 2, 6, 2]","[34, 2, 7, 2]","[35, 2, 9, 2]","[36, 2, 3, 2]","[37, 2, 3, 2]","[38, 2, 3, 2]","[39, 2, 4, 2]","[40, 2, 1, 2]","[41, 2, 4, 2]","[42, 2, 3, 2]","[43, 2, 7, 2]","[44, 2, 2, 0]","[45, 2, 7, 0]","[46, 2, 4, 0]","[47, 2, 0, 0]","[48, 2, 6, 0]","[49, 2, 1, 0]","[50, 2, 1, 0]","[51, 2, 0, 0]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]",,
86,"[17, 2, 5, 0]","[20, 2, 5, 0]","[22, 2, 3, 0]","[23, 2, 2, 0]","[26, 2, 8, 0]","[28, 2, 6, 0]","[30, 2, 9, 0]","[31, 2, 8, 2]","[33, 2, 6, 2]","[34, 2, 7, 2]","[35, 2, 9, 2]","[36, 2, 3, 2]","[37, 2, 3, 2]","[38, 2, 3, 2]","[39, 2, 4, 2]","[40, 2, 1, 2]","[41, 2, 4, 2]","[42, 2, 3, 2]","[43, 2, 7, 2]","[44, 2, 2, 0]","[45, 2, 7, 0]","[46, 2, 4, 0]","[47, 2, 0, 0]","[48, 2, 6, 0]","[49, 2, 1, 0]","[50, 2, 1, 0]","[51, 2, 0, 0]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]","[55, 2, 1, 0]",
87,"[17, 2, 5, 0]","[20, 2, 5, 0]","[22, 2, 3, 0]","[23, 2, 2, 0]","[26, 2, 8, 0]","[28, 2, 6, 0]","[30, 2, 9, 0]","[31, 2, 8, 2]","[33, 2, 6, 2]","[34, 2, 7, 2]","[35, 2, 9, 2]","[36, 2, 3, 2]","[37, 2, 3, 0]","[38, 2, 3, 0]","[39, 2, 4, 2]","[40, 2, 1, 2]","[41, 2, 4, 2]","[42, 2, 3, 2]","[43, 2, 7, 2]","[44, 2, 2, 0]","[45, 2, 7, 0]","[46, 2, 4, 0]","[47, 2, 0, 0]","[48, 2, 6, 0]","[49, 2, 1, 0]","[50, 2, 1, 0]","[51, 2, 0, 0]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]","[55, 2, 1, 0]","[56, 2, 0, 0]"
88,"[17, 2, 5, 0]","[22, 2, 3, 0]","[23, 2, 2, 0]","[26, 2, 8, 0]","[28, 2, 6, 0]","[30, 2, 9, 0]","[31, 2, 8, 2]","[33, 2, 6, 2]","[34, 2, 7, 2]","[35, 2, 9, 2]","[36, 2, 3, 2]","[37, 2, 3, 0]","[38, 2, 3, 0]","[39, 2, 4, 2]","[40, 2, 1, 0]","[41, 2, 4, 0]","[42, 2, 3, 0]","[43, 2, 7, 0]","[44, 2, 2, 0]","[45, 2, 7, 0]","[46, 2, 4, 0]","[47, 2, 0, 0]","[48, 2, 6, 0]","[49, 2, 1, 0]","[50, 2, 1, 0]","[51, 2, 0, 0]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]","[55, 2, 1, 0]","[56, 2, 0, 0]",
89,"[17, 2, 5, 0]","[22, 2, 3, 0]","[23, 2, 2, 0]","[26, 2, 8, 0]","[28, 2, 6, 0]","[30, 2, 9, 0]","[33, 2, 6, 2]","[34, 2, 7, 2]","[35, 2, 9, 2]","[36, 2, 3, 2]","[37, 2, 3, 0]","[38, 2, 3, 0]","[39, 2, 4, 2]","[40, 2, 1, 0]","[41, 2, 4, 0]","[42, 2, 3, 0]","[43, 2, 7, 0]","[44, 2, 2, 0]","[45, 2, 7, 0]","[46, 2, 4, 0]","[47, 2, 0, 0]","[48, 2, 6, 0]","[49, 2, 1, 0]","[50, 2, 1, 0]","[51, 2, 0, 0]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]","[55, 2, 1, 0]","[56, 2, 0, 0]",,
90,"[17, 2, 5, 0]","[22, 2, 3, 0]","[23, 2, 2, 0]","[26, 2, 8, 0]","[28, 2, 6, 0]","[30, 2, 9, 0]","[33, 2, 6, 2]","[34, 2, 7, 2]","[35, 2, 9, 2]","[36, 2, 3, 2]","[37, 2, 3, 0]","[38, 2, 3, 0]","[39, 2, 4, 2]","[40, 2, 1, 0]","[41, 2, 4, 0]","[42, 2, 3, 0]","[43, 2, 7, 0]","[44, 2, 2, 0]","[45, 2, 7, 2]","[46, 2, 4, 2]","[47, 2, 0, 2]","[48, 2, 6, 0]","[49, 2, 1, 0]","[50, 2, 1, 0]","[51, 2, 0, 0]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]","[55, 2, 1, 0]","[56, 2, 0, 0]",,
91,"[17, 2, 5, 0]","[22, 2, 3, 0]","[26, 2, 8, 0]","[28, 2, 6, 0]","[30, 2, 9, 0]","[33, 2, 6, 2]","[34, 2, 7, 2]","[35, 2, 9, 2]","[36, 2, 3, 2]","[37, 2, 3, 0]","[38, 2, 3, 0]","[39, 2, 4, 2]","[40, 2, 1, 0]","[41, 2, 4, 0]","[42, 2, 3, 0]","[43, 2, 7, 0]","[44, 2, 2, 0]","[45, 2, 7, 2]","[46, 2, 4, 2]","[47, 2, 0, 2]","[48, 2, 6, 0]","[49, 2, 1, 0]","[50, 2, 1, 0]","[51, 2, 0, 0]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]","[55, 2, 1, 0]","[56, 2, 0, 0]",,,
92,"[17, 2, 5, 0]","[22, 2, 3, 0]","[26, 2, 8, 0]","[28, 2, 6, 0]","[33, 2, 6, 2]","[34, 2, 7, 2]","[35, 2, 9, 2]","[36, 2, 3, 2]","[37, 2, 3, 0]","[38, 2, 3, 0]","[39, 2, 4, 2]","[40, 2, 1, 0]","[41, 2, 4, 0]","[42, 2, 3, 0]","[43, 2, 7, 0]","[44, 2, 2, 0]","[45, 2, 7, 2]","[46, 2, 4, 2]","[47, 2, 0, 2]","[48, 2, 6, 0]","[49, 2, 1, 0]","[50, 2, 1, 0]","[51, 2, 0, 0]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]","[55, 2, 1, 0]","[56, 2, 0, 0]",,,,
93,"[17, 2, 5, 0]","[22, 2, 3, 0]","[28, 2, 6, 0]","[33, 2, 6, 0]","[34, 2, 7, 0]","[35, 2, 9, 0]","[36, 2, 3, 1]","[37, 2, 3, 0]","[38, 2, 3, 0]","[39, 2, 4, 2]","[40, 2, 1, 0]","[41, 2, 4, 0]","[42, 2, 3, 0]","[43, 2, 7, 0]","[44, 2, 2, 0]","[45, 2, 7, 2]","[46, 2, 4, 2]","[47, 2, 0, 2]","[48, 2, 6, 0]","[49, 2, 1, 0]","[50, 2, 1, 0]","[51, 2, 0, 0]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]","[55, 2, 1, 0]","[56, 2, 0, 0]",,,,,
94,"[17, 2, 5, 0]","[22, 2, 3, 0]","[28, 2, 6, 0]","[33, 2, 6, 0]","[34, 2, 7, 0]","[35, 2, 9, 0]","[36, 2, 3, 0]","[37, 2, 3, 0]","[38, 2, 3, 0]","[40, 2, 1, 0]","[41, 2, 4, 0]","[42, 2, 3, 0]","[43, 2, 7, 0]","[44, 2, 2, 0]","[45, 2, 7, 2]","[46, 2, 4, 2]","[47, 2, 0, 2]","[48, 2, 6, 0]","[49, 2, 1, 0]","[50, 2, 1, 0]","[51, 2, 0, 0]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]","[55, 2, 1, 0]","[56, 2, 0, 0]",,,,,,
95,"[17, 2, 5, 0]","[22, 2, 3, 0]","[28, 2, 6, 0]","[33, 2, 6, 0]","[34, 2, 7, 0]","[35, 2, 9, 0]","[36, 2, 3, 0]","[37, 2, 3, 0]","[38, 2, 3, 0]","[40, 2, 1, 0]","[41, 2, 4, 0]","[43, 2, 7, 0]","[44, 2, 2, 0]","[45, 2, 7, 2]","[46, 2, 4, 2]","[47, 2, 0, 2]","[48, 2, 6, 0]","[49, 2, 1, 0]","[50, 2, 1, 0]","[51, 2, 0, 2]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]","[55, 2, 1, 0]","[56, 2, 0, 0]",,,,,,,
96,"[17, 2, 5, 0]","[22, 2, 3, 0]","[28, 2, 6, 0]","[33, 2, 6, 0]","[34, 2, 7, 0]","[35, 2, 9, 0]","[36, 2, 3, 0]","[37, 2, 3, 0]","[38, 2, 3, 0]","[40, 2, 1, 0]","[43, 2, 7, 0]","[44, 2, 2, 0]","[45, 2, 7, 2]","[46, 2, 4, 2]","[47, 2, 0, 2]","[48, 2, 6, 0]","[49, 2, 1, 0]","[50, 2, 1, 0]","[51, 2, 0, 2]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]","[55, 2, 1, 0]","[56, 2, 0, 0]",,,,,,,,
97,"[17, 2, 5, 0]","[22, 2, 3, 0]","[28, 2, 6, 0]","[33, 2, 6, 0]","[34, 2, 7, 0]","[35, 2, 9, 0]","[36, 2, 3, 0]","[37, 2, 3, 0]","[38, 2, 3, 0]","[40, 2, 1, 0]","[43, 2, 7, 0]","[44, 2, 2, 0]","[45, 2, 7, 2]","[46, 2, 4, 2]","[47, 2, 0, 2]","[48, 2, 6, 0]","[49, 2, 1, 0]","[50, 2, 1, 0]","[51, 2, 0, 2]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]","[55, 2, 1, 0]","[56, 2, 0, 1]","[57, 2, 5, 0]",,,,,,,
98,"[17, 2, 5, 0]","[22, 2, 3, 0]","[28, 2, 6, 0]","[33, 2, 6, 0]","[34, 2, 7, 0]","[35, 2, 9, 0]","[36, 2, 3, 0]","[37, 2, 3, 0]","[38, 2, 3, 0]","[43, 2, 7, 0]","[44, 2, 2, 0]","[45, 2, 7, 1]","[46, 2, 4, 2]","[47, 2, 0, 2]","[48, 2, 6, 0]","[49, 2, 1, 0]","[50, 2, 1, 0]","[51, 2, 0, 2]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]","[55, 2, 1, 0]","[56, 2, 0, 0]","[57, 2, 5, 0]",,,,,,,,
99,"[17, 2, 5, 0]","[22, 2, 3, 0]","[28, 2, 6, 0]","[33, 2, 6, 0]","[34, 2, 7, 0]","[35, 2, 9, 0]","[36, 2, 3, 0]","[37, 2, 3, 0]","[38, 2, 3, 0]","[43, 2, 7, 0]","[44, 2, 2, 0]","[46, 2, 4, 2]","[47, 2, 0, 2]","[48, 2, 6, 0]","[49, 2, 1, 0]","[50, 2, 1, 0]","[51, 2, 0, 2]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]","[55, 2, 1, 0]","[56, 2, 0, 0]","[57, 2, 5, 0]",,,,,,,,,
100,"[17, 2, 5, 1]","[22, 2, 3, 0]","[28, 2, 6, 0]","[33, 2, 6, 0]","[34, 2, 7, 0]","[35, 2, 9, 0]","[36, 2, 3, 0]","[37, 2, 3, 0]","[38, 2, 3, 0]","[43, 2, 7, 0]","[44, 2, 2, 0]","[47, 2, 0, 2]","[48, 2, 6, 0]","[49, 2, 1, 0]","[50, 2, 1, 0]","[51, 2, 0, 2]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]","[55, 2, 1, 0]","[56, 2, 0, 0]","[57, 2, 5, 0]",,,,,,,,,,
101,"[17, 2, 5, 2]","[22, 2, 3, 1]","[28, 2, 6, 0]","[33, 2, 6, 0]","[34, 2, 7, 0]","[35, 2, 9, 0]","[36, 2, 3, 0]","[37, 2, 3, 0]","[38, 2, 3, 0]","[43, 2, 7, 0]","[44, 2, 2, 0]","[48, 2, 6, 0]","[49, 2, 1, 0]","[50, 2, 1, 0]","[51, 2, 0, 2]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]","[55, 2, 1, 0]","[56, 2, 0, 0]","[57, 2, 5, 0]",,,,,,,,,,,
102,"[17, 2, 5, 2]","[22, 2, 3, 2]","[28, 2, 6, 1]","[33, 2, 6, 0]","[34, 2, 7, 0]","[35, 2, 9, 0]","[36, 2, 3, 0]","[37, 2, 3, 0]","[38, 2, 3, 0]","[43, 2, 7, 0]","[44, 2, 2, 0]","[48, 2, 6, 0]","[50, 2, 1, 0]","[51, 2, 0, 2]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]","[55, 2, 1, 0]","[56, 2, 0, 0]","[57, 2, 5, 0]",,,,,,,,,,,,
103,"[17, 2, 5, 2]","[22, 2, 3, 2]","[28, 2, 6, 1]","[33, 2, 6, 0]","[34, 2, 7, 0]","[35, 2, 9, 0]","[36, 2, 3, 0]","[37, 2, 3, 0]","[38, 2, 3, 0]","[44, 2, 2, 0]","[48, 2, 6, 0]","[50, 2, 1, 0]","[51, 2, 0, 2]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]","[55, 2, 1, 0]","[56, 2, 0, 0]","[57, 2, 5, 0]",,,,,,,,,,,,,
104,"[17, 2, 5, 2]","[22, 2, 3, 2]","[28, 2, 6, 1]","[33, 2, 6, 0]","[34, 2, 7, 0]","[35, 2, 9, 0]","[36, 2, 3, 0]","[37, 2, 3, 0]","[44, 2, 2, 0]","[48, 2, 6, 0]","[50, 2, 1, 0]","[51, 2, 0, 2]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]","[55, 2, 1, 0]","[56, 2, 0, 0]","[57, 2, 5, 0]",,,,,,,,,,,,,,
105,"[17, 2, 5, 2]","[22, 2, 3, 2]","[28, 2, 6, 1]","[33, 2, 6, 0]","[34, 2, 7, 0]","[35, 2, 9, 0]","[36, 2, 3, 0]","[44, 2, 2, 0]","[48, 2, 6, 0]","[50, 2, 1, 0]","[51, 2, 0, 2]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]","[55, 2, 1, 0]","[56, 2, 0, 0]","[57, 2, 5, 0]",,,,,,,,,,,,,,,
106,"[17, 2, 5, 2]","[22, 2, 3, 2]","[28, 2, 6, 1]","[33, 2, 6, 0]","[34, 2, 7, 0]","[35, 2, 9, 0]","[36, 2, 3, 0]","[48, 2, 6, 0]","[50, 2, 1, 0]","[51, 2, 0, 2]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]","[55, 2, 1, 0]","[56, 2, 0, 0]","[57, 2, 5, 0]",,,,,,,,,,,,,,,,
107,"[17, 2, 5, 2]","[22, 2, 3, 2]","[28, 2, 6, 2]","[33, 2, 6, 2]","[34, 2, 7, 2]","[35, 2, 9, 2]","[36, 2, 3, 1]","[48, 2, 6, 0]","[50, 2, 1, 0]","[51, 2, 0, 2]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]","[55, 2, 1, 0]","[56, 2, 0, 0]","[57, 2, 5, 0]","[58, 2, 7, 0]",,,,,,,,,,,,,,,
108,"[17, 2, 5, 1]","[22, 2, 3, 2]","[28, 2, 6, 2]","[33, 2, 6, 2]","[34, 2, 7, 2]","[35, 2, 9, 2]","[36, 2, 3, 1]","[48, 2, 6, 0]","[50, 2, 1, 0]","[51, 2, 0, 2]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]","[55, 2, 1, 0]","[56, 2, 0, 0]","[57, 2, 5, 0]","[58, 2, 7, 0]","[59, 2, 4, 0]",,,,,,,,,,,,,,
109,"[17, 2, 5, 1]","[22, 2, 3, 2]","[28, 2, 6, 2]","[33, 2, 6, 2]","[34, 2, 7, 2]","[35, 2, 9, 2]","[36, 2, 3, 1]","[48, 2, 6, 0]","[50, 2, 1, 0]","[51, 2, 0, 2]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]","[55, 2, 1, 0]","[56, 2, 0, 0]","[57, 2, 5, 0]","[58, 2, 7, 0]","[59, 2, 4, 0]","[60, 2, 3, 0]",,,,,,,,,,,,,
110,"[17, 2, 5, 1]","[22, 2, 3, 2]","[28, 2, 6, 2]","[33, 2, 6, 2]","[34, 2, 7, 2]","[35, 2, 9, 2]","[36, 2, 3, 1]","[48, 2, 6, 0]","[50, 2, 1, 0]","[51, 2, 0, 2]","[52, 2, 5, 0]","[53, 2, 6, 0]","[54, 2, 4, 0]","[55, 2, 1, 0]","[56, 2, 0, 0]","[57, 2, 5, 0]","[58, 2, 7, 0]","[59, 2, 4, 0]","[60, 2, 3, 0]","[61, 2, 2, 0]",,,,,,,,,,,,
