,0,1,2,3,4,5,6,7,8,9
135,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 0, 0]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 2, 4]","[8, 0, 0]","[9, 0, 0]"
136,"[0, 1, 2]","[1, 0, 0]","[2, 2, 4]","[3, 0, 0]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 2, 4]","[8, 0, 0]","[9, 0, 0]"
137,"[0, 2, 4]","[1, 0, 0]","[2, 2, 4]","[3, 0, 0]","[4, 1, 2]","[5, 1, 2]","[6, 0, 0]","[7, 2, 4]","[8, 0, 0]","[9, 0, 0]"
138,"[0, 2, 4]","[1, 0, 0]","[2, 2, 4]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 0, 0]","[7, 2, 4]","[8, 0, 0]","[9, 0, 0]"
139,"[0, 2, 4]","[1, 0, 0]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 1, 2]","[6, 0, 0]","[7, 2, 4]","[8, 0, 0]","[9, 0, 0]"
140,"[0, 2, 4]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 1, 2]","[6, 0, 0]","[7, 2, 4]","[8, 0, 0]","[9, 0, 0]"
141,"[0, 2, 4]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 1, 2]","[6, 0, 0]","[7, 3, 6]","[8, 0, 0]","[9, 0, 0]"
142,"[0, 2, 4]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 1, 2]","[6, 0, 0]","[7, 2, 4]","[8, 0, 0]","[9, 0, 0]"
143,"[0, 2, 4]","[1, 1, 2]","[2, 2, 4]","[3, 2, 4]","[4, 0, 0]","[5, 1, 2]","[6, 0, 0]","[7, 2, 4]","[8, 0, 0]","[9, 0, 0]"
144,"[0, 2, 4]","[1, 1, 2]","[2, 2, 4]","[3, 2, 4]","[4, 0, 0]","[5, 1, 2]","[6, 0, 0]","[7, 1, 2]","[8, 0, 0]","[9, 0, 0]"
145,"[0, 2, 4]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 1, 2]","[6, 0, 0]","[7, 1, 2]","[8, 0, 0]","[9, 0, 0]"
146,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 1, 2]","[6, 0, 0]","[7, 1, 2]","[8, 0, 0]","[9, 0, 0]"
147,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 1, 2]","[6, 0, 0]","[7, 1, 2]","[8, 0, 0]","[9, 1, 2]"
148,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 1, 2]","[6, 0, 0]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
149,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 1, 2]","[6, 0, 0]","[7, 2, 4]","[8, 1, 2]","[9, 1, 2]"
150,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 1, 2]","[6, 1, 2]","[7, 2, 4]","[8, 1, 2]","[9, 1, 2]"
151,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 1, 2]","[6, 0, 0]","[7, 2, 4]","[8, 1, 2]","[9, 1, 2]"
152,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 1, 2]","[6, 0, 0]","[7, 3, 6]","[8, 1, 2]","[9, 1, 2]"
153,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 1, 2]","[6, 1, 2]","[7, 3, 6]","[8, 1, 2]","[9, 1, 2]"
154,"[0, 2, 4]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 1, 2]","[6, 1, 2]","[7, 3, 6]","[8, 1, 2]","[9, 1, 2]"
155,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 1, 2]","[6, 1, 2]","[7, 3, 6]","[8, 1, 2]","[9, 1, 2]"
156,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 1, 2]","[6, 1, 2]","[7, 2, 4]","[8, 1, 2]","[9, 1, 2]"
157,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 1, 2]","[6, 1, 2]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
158,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 2, 4]","[6, 1, 2]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
159,"[0, 1, 2]","[1, 2, 4]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 2, 4]","[6, 1, 2]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
160,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 2, 4]","[6, 1, 2]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
161,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 2, 4]","[6, 0, 0]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
162,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 1, 2]","[6, 0, 0]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
163,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 2, 4]","[6, 0, 0]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
164,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 2, 4]","[6, 0, 0]","[7, 3, 6]","[8, 0, 0]","[9, 1, 2]"
165,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 2, 4]","[6, 0, 0]","[7, 4, 8]","[8, 0, 0]","[9, 1, 2]"
166,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 2, 4]","[6, 0, 0]","[7, 3, 6]","[8, 0, 0]","[9, 1, 2]"
167,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 2, 4]","[6, 0, 0]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
168,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 3, 6]","[6, 0, 0]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
169,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 3, 6]","[6, 1, 2]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
170,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 3, 6]","[6, 0, 0]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
171,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 2, 4]","[6, 0, 0]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
172,"[0, 1, 2]","[1, 2, 4]","[2, 2, 4]","[3, 1, 2]","[4, 0, 0]","[5, 2, 4]","[6, 0, 0]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
173,"[0, 1, 2]","[1, 2, 4]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 2, 4]","[6, 0, 0]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
174,"[0, 1, 2]","[1, 2, 4]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 2, 4]","[6, 1, 2]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
175,"[0, 1, 2]","[1, 3, 6]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 2, 4]","[6, 1, 2]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
176,"[0, 1, 2]","[1, 2, 4]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 2, 4]","[6, 1, 2]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
177,"[0, 1, 2]","[1, 3, 6]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 2, 4]","[6, 1, 2]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
178,"[0, 1, 2]","[1, 2, 4]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 2, 4]","[6, 1, 2]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
179,"[0, 1, 2]","[1, 2, 4]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 3, 6]","[6, 1, 2]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
180,"[0, 1, 2]","[1, 2, 4]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 2, 4]","[6, 1, 2]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
181,"[0, 1, 2]","[1, 2, 4]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 2, 4]","[6, 1, 2]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
182,"[0, 1, 2]","[1, 2, 4]","[2, 2, 4]","[3, 1, 2]","[4, 2, 4]","[5, 2, 4]","[6, 1, 2]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
183,"[0, 1, 2]","[1, 2, 4]","[2, 2, 4]","[3, 1, 2]","[4, 3, 6]","[5, 2, 4]","[6, 1, 2]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
184,"[0, 1, 2]","[1, 2, 4]","[2, 2, 4]","[3, 1, 2]","[4, 2, 4]","[5, 2, 4]","[6, 1, 2]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
185,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 2, 4]","[5, 2, 4]","[6, 1, 2]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
186,"[0, 0, 0]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 2, 4]","[5, 2, 4]","[6, 1, 2]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
187,"[0, 0, 0]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 2, 4]","[6, 1, 2]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
188,"[0, 0, 0]","[1, 1, 2]","[2, 3, 6]","[3, 1, 2]","[4, 1, 2]","[5, 2, 4]","[6, 1, 2]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
189,"[0, 0, 0]","[1, 1, 2]","[2, 3, 6]","[3, 1, 2]","[4, 1, 2]","[5, 2, 4]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
190,"[0, 0, 0]","[1, 1, 2]","[2, 3, 6]","[3, 1, 2]","[4, 1, 2]","[5, 3, 6]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
191,"[0, 0, 0]","[1, 1, 2]","[2, 2, 4]","[3, 1, 2]","[4, 1, 2]","[5, 3, 6]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
192,"[0, 0, 0]","[1, 1, 2]","[2, 1, 2]","[3, 1, 2]","[4, 1, 2]","[5, 3, 6]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
193,"[0, 0, 0]","[1, 1, 2]","[2, 1, 2]","[3, 1, 2]","[4, 1, 2]","[5, 2, 4]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
194,"[0, 1, 2]","[1, 1, 2]","[2, 1, 2]","[3, 1, 2]","[4, 1, 2]","[5, 2, 4]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
195,"[0, 0, 0]","[1, 1, 2]","[2, 1, 2]","[3, 1, 2]","[4, 1, 2]","[5, 2, 4]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
196,"[0, 0, 0]","[1, 1, 2]","[2, 1, 2]","[3, 1, 2]","[4, 1, 2]","[5, 2, 4]","[6, 3, 6]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
197,"[0, 0, 0]","[1, 1, 2]","[2, 1, 2]","[3, 1, 2]","[4, 1, 2]","[5, 1, 2]","[6, 3, 6]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
198,"[0, 1, 2]","[1, 1, 2]","[2, 1, 2]","[3, 1, 2]","[4, 1, 2]","[5, 1, 2]","[6, 3, 6]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
199,"[0, 1, 2]","[1, 1, 2]","[2, 1, 2]","[3, 0, 0]","[4, 1, 2]","[5, 1, 2]","[6, 3, 6]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
200,"[0, 2, 4]","[1, 1, 2]","[2, 1, 2]","[3, 0, 0]","[4, 1, 2]","[5, 1, 2]","[6, 3, 6]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
201,"[0, 1, 2]","[1, 1, 2]","[2, 1, 2]","[3, 0, 0]","[4, 1, 2]","[5, 1, 2]","[6, 3, 6]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
202,"[0, 1, 2]","[1, 1, 2]","[2, 1, 2]","[3, 0, 0]","[4, 1, 2]","[5, 2, 4]","[6, 3, 6]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
203,"[0, 1, 2]","[1, 1, 2]","[2, 1, 2]","[3, 0, 0]","[4, 1, 2]","[5, 2, 4]","[6, 3, 6]","[7, 3, 6]","[8, 0, 0]","[9, 2, 4]"
204,"[0, 1, 2]","[1, 1, 2]","[2, 1, 2]","[3, 0, 0]","[4, 1, 2]","[5, 2, 4]","[6, 3, 6]","[7, 3, 6]","[8, 0, 0]","[9, 1, 2]"
205,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 1, 2]","[5, 2, 4]","[6, 3, 6]","[7, 3, 6]","[8, 0, 0]","[9, 1, 2]"
206,"[0, 1, 2]","[1, 1, 2]","[2, 1, 2]","[3, 0, 0]","[4, 1, 2]","[5, 2, 4]","[6, 3, 6]","[7, 3, 6]","[8, 0, 0]","[9, 1, 2]"
207,"[0, 1, 2]","[1, 1, 2]","[2, 1, 2]","[3, 0, 0]","[4, 2, 4]","[5, 2, 4]","[6, 3, 6]","[7, 3, 6]","[8, 0, 0]","[9, 1, 2]"
208,"[0, 1, 2]","[1, 1, 2]","[2, 1, 2]","[3, 0, 0]","[4, 3, 6]","[5, 2, 4]","[6, 3, 6]","[7, 3, 6]","[8, 0, 0]","[9, 1, 2]"
209,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 3, 6]","[5, 2, 4]","[6, 3, 6]","[7, 3, 6]","[8, 0, 0]","[9, 1, 2]"
210,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 3, 6]","[5, 2, 4]","[6, 3, 6]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
211,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 3, 6]","[5, 2, 4]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
212,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 1, 2]","[4, 3, 6]","[5, 2, 4]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
213,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 3, 6]","[5, 2, 4]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
214,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 3, 6]","[5, 2, 4]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
215,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 4, 8]","[5, 2, 4]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
216,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 3, 6]","[5, 2, 4]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
217,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 2, 4]","[5, 2, 4]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 2, 4]"
218,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 2, 4]","[5, 2, 4]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
219,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 3, 6]","[5, 2, 4]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
220,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 3, 6]","[5, 2, 4]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
221,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 3, 6]","[5, 3, 6]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
222,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 3, 6]","[5, 2, 4]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
223,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 3, 6]","[5, 2, 4]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
224,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 3, 6]","[5, 2, 4]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
225,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 3, 6]","[5, 3, 6]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
226,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 3, 6]","[5, 3, 6]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
227,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 3, 6]","[5, 2, 4]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
228,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 3, 6]","[5, 2, 4]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
229,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 3, 6]","[5, 2, 4]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
230,"[0, 1, 2]","[1, 1, 2]","[2, 1, 2]","[3, 0, 0]","[4, 3, 6]","[5, 2, 4]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
231,"[0, 1, 2]","[1, 1, 2]","[2, 1, 2]","[3, 0, 0]","[4, 2, 4]","[5, 2, 4]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
232,"[0, 1, 2]","[1, 1, 2]","[2, 1, 2]","[3, 0, 0]","[4, 2, 4]","[5, 2, 4]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 0, 0]"
233,"[0, 1, 2]","[1, 1, 2]","[2, 1, 2]","[3, 0, 0]","[4, 2, 4]","[5, 3, 6]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 0, 0]"
234,"[0, 1, 2]","[1, 1, 2]","[2, 1, 2]","[3, 0, 0]","[4, 1, 2]","[5, 3, 6]","[6, 2, 4]","[7, 2, 4]","[8, 0, 0]","[9, 0, 0]"
235,"[0, 1, 2]","[1, 1, 2]","[2, 1, 2]","[3, 0, 0]","[4, 1, 2]","[5, 3, 6]","[6, 2, 4]","[7, 1, 2]","[8, 0, 0]","[9, 0, 0]"
236,"[0, 1, 2]","[1, 1, 2]","[2, 2, 4]","[3, 0, 0]","[4, 1, 2]","[5, 3, 6]","[6, 2, 4]","[7, 1, 2]","[8, 0, 0]","[9, 0, 0]"
237,"[0, 1, 2]","[1, 1, 2]","[2, 1, 2]","[3, 0, 0]","[4, 1, 2]","[5, 3, 6]","[6, 2, 4]","[7, 1, 2]","[8, 0, 0]","[9, 0, 0]"
238,"[0, 1, 2]","[1, 1, 2]","[2, 1, 2]","[3, 0, 0]","[4, 1, 2]","[5, 3, 6]","[6, 2, 4]","[7, 1, 2]","[8, 1, 2]","[9, 0, 0]"
239,"[0, 1, 2]","[1, 1, 2]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 3, 6]","[6, 2, 4]","[7, 1, 2]","[8, 1, 2]","[9, 0, 0]"
240,"[0, 1, 2]","[1, 1, 2]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 2, 4]","[6, 2, 4]","[7, 1, 2]","[8, 1, 2]","[9, 0, 0]"
241,"[0, 1, 2]","[1, 1, 2]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 2, 4]","[6, 2, 4]","[7, 1, 2]","[8, 1, 2]","[9, 0, 0]"
242,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 2, 4]","[6, 2, 4]","[7, 1, 2]","[8, 1, 2]","[9, 0, 0]"
243,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 2, 4]","[6, 1, 2]","[7, 1, 2]","[8, 1, 2]","[9, 0, 0]"
244,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 2, 4]","[6, 1, 2]","[7, 1, 2]","[8, 1, 2]","[9, 0, 0]"
245,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 2, 4]","[6, 1, 2]","[7, 1, 2]","[8, 1, 2]","[9, 0, 0]"
246,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 3, 6]","[6, 1, 2]","[7, 1, 2]","[8, 1, 2]","[9, 0, 0]"
247,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 3, 6]","[6, 1, 2]","[7, 1, 2]","[8, 0, 0]","[9, 0, 0]"
248,"[0, 1, 2]","[1, 2, 4]","[2, 2, 4]","[3, 0, 0]","[4, 0, 0]","[5, 3, 6]","[6, 1, 2]","[7, 1, 2]","[8, 0, 0]","[9, 0, 0]"
249,"[0, 1, 2]","[1, 2, 4]","[2, 2, 4]","[3, 0, 0]","[4, 0, 0]","[5, 2, 4]","[6, 1, 2]","[7, 1, 2]","[8, 0, 0]","[9, 0, 0]"
250,"[0, 1, 2]","[1, 2, 4]","[2, 2, 4]","[3, 0, 0]","[4, 0, 0]","[5, 2, 4]","[6, 1, 2]","[7, 1, 2]","[8, 0, 0]","[9, 0, 0]"
251,"[0, 1, 2]","[1, 2, 4]","[2, 2, 4]","[3, 0, 0]","[4, 0, 0]","[5, 2, 4]","[6, 1, 2]","[7, 1, 2]","[8, 0, 0]","[9, 0, 0]"
252,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 2, 4]","[6, 1, 2]","[7, 1, 2]","[8, 0, 0]","[9, 0, 0]"
253,"[0, 1, 2]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 1, 2]","[7, 1, 2]","[8, 0, 0]","[9, 0, 0]"
254,"[0, 0, 0]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 1, 2]","[7, 1, 2]","[8, 0, 0]","[9, 0, 0]"
255,"[0, 0, 0]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 1, 2]","[7, 2, 4]","[8, 0, 0]","[9, 0, 0]"
256,"[0, 0, 0]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 1, 2]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
257,"[0, 0, 0]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 1, 2]","[7, 1, 2]","[8, 0, 0]","[9, 1, 2]"
258,"[0, 0, 0]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 1, 2]","[7, 1, 2]","[8, 0, 0]","[9, 1, 2]"
259,"[0, 0, 0]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 1, 2]","[7, 1, 2]","[8, 0, 0]","[9, 1, 2]"
260,"[0, 0, 0]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 1, 2]","[7, 1, 2]","[8, 0, 0]","[9, 1, 2]"
261,"[0, 0, 0]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 1, 2]","[7, 1, 2]","[8, 0, 0]","[9, 1, 2]"
262,"[0, 0, 0]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 1, 2]","[7, 1, 2]","[8, 0, 0]","[9, 1, 2]"
263,"[0, 0, 0]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 1, 2]","[7, 1, 2]","[8, 0, 0]","[9, 1, 2]"
264,"[0, 0, 0]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 1, 2]","[7, 1, 2]","[8, 0, 0]","[9, 1, 2]"
265,"[0, 0, 0]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 1, 2]","[7, 1, 2]","[8, 0, 0]","[9, 1, 2]"
266,"[0, 0, 0]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 1, 2]","[7, 1, 2]","[8, 0, 0]","[9, 1, 2]"
267,"[0, 0, 0]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 1, 2]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
268,"[0, 0, 0]","[1, 2, 4]","[2, 1, 2]","[3, 0, 0]","[4, 0, 0]","[5, 1, 2]","[6, 1, 2]","[7, 2, 4]","[8, 0, 0]","[9, 1, 2]"
