,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
74,"[1, 4, 1, 4]","[11, 2, 9, 2]","[12, 2, 5, 2]","[14, 2, 0, 0]","[15, 2, 6, 0]","[25, 2, 9, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[33, 2, 1, 2]","[36, 2, 2, 2]","[37, 2, 6, 2]","[38, 2, 6, 2]","[42, 2, 3, 0]","[43, 2, 1, 0]","[44, 2, 7, 0]","[45, 2, 3, 0]","[46, 2, 5, 0]",,,,,
75,"[1, 4, 1, 4]","[11, 2, 9, 2]","[12, 2, 5, 2]","[14, 2, 0, 0]","[15, 2, 6, 0]","[25, 2, 9, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[33, 2, 1, 2]","[36, 2, 2, 2]","[37, 2, 6, 2]","[38, 2, 6, 2]","[42, 2, 3, 2]","[43, 2, 1, 2]","[44, 2, 7, 0]","[45, 2, 3, 0]",,,,,,
76,"[1, 4, 1, 4]","[11, 2, 9, 2]","[12, 2, 5, 2]","[14, 2, 0, 0]","[15, 2, 6, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[33, 2, 1, 2]","[36, 2, 2, 2]","[37, 2, 6, 2]","[38, 2, 6, 2]","[42, 2, 3, 2]","[43, 2, 1, 2]","[44, 2, 7, 0]","[45, 2, 3, 0]",,,,,,,
77,"[1, 4, 1, 4]","[11, 2, 9, 2]","[12, 2, 5, 2]","[14, 2, 0, 0]","[15, 2, 6, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[33, 2, 1, 2]","[36, 2, 2, 2]","[37, 2, 6, 2]","[38, 2, 6, 2]","[42, 2, 3, 2]","[43, 2, 1, 2]","[44, 2, 7, 0]","[45, 2, 3, 0]","[47, 2, 7, 0]",,,,,,
78,"[1, 4, 1, 4]","[11, 2, 9, 2]","[12, 2, 5, 2]","[14, 2, 0, 0]","[15, 2, 6, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[33, 2, 1, 2]","[36, 2, 2, 2]","[37, 2, 6, 2]","[38, 2, 6, 2]","[42, 2, 3, 2]","[43, 2, 1, 2]","[44, 2, 7, 0]","[45, 2, 3, 0]","[47, 2, 7, 0]","[48, 2, 3, 0]",,,,,
79,"[1, 4, 1, 0]","[11, 2, 9, 0]","[12, 2, 5, 0]","[14, 2, 0, 0]","[15, 2, 6, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[33, 2, 1, 0]","[36, 2, 2, 0]","[37, 2, 6, 1]","[38, 2, 6, 2]","[42, 2, 3, 2]","[43, 2, 1, 2]","[44, 2, 7, 0]","[45, 2, 3, 0]","[47, 2, 7, 0]","[48, 2, 3, 0]","[49, 2, 4, 0]",,,,
80,"[1, 4, 1, 0]","[11, 2, 9, 0]","[12, 2, 5, 0]","[14, 2, 0, 0]","[15, 2, 6, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[33, 2, 1, 0]","[36, 2, 2, 0]","[37, 2, 6, 0]","[38, 2, 6, 2]","[42, 2, 3, 2]","[43, 2, 1, 2]","[44, 2, 7, 2]","[45, 2, 3, 2]","[47, 2, 7, 2]","[48, 2, 3, 2]",,,,,
81,"[1, 4, 1, 0]","[11, 2, 9, 0]","[12, 2, 5, 0]","[14, 2, 0, 0]","[15, 2, 6, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[33, 2, 1, 0]","[36, 2, 2, 0]","[37, 2, 6, 0]","[38, 2, 6, 2]","[42, 2, 3, 2]","[43, 2, 1, 2]","[44, 2, 7, 2]","[45, 2, 3, 2]","[47, 2, 7, 2]","[48, 2, 3, 2]","[50, 2, 4, 0]",,,,
82,"[1, 4, 1, 4]","[11, 2, 9, 0]","[12, 2, 5, 0]","[14, 2, 0, 0]","[15, 2, 6, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[33, 2, 1, 0]","[36, 2, 2, 0]","[37, 2, 6, 0]","[38, 2, 6, 2]","[42, 2, 3, 2]","[43, 2, 1, 2]","[44, 2, 7, 2]","[45, 2, 3, 2]","[47, 2, 7, 2]","[48, 2, 3, 2]",,,,,
83,"[1, 4, 1, 4]","[11, 2, 9, 2]","[12, 2, 5, 2]","[14, 2, 0, 2]","[15, 2, 6, 2]","[29, 2, 6, 0]","[32, 2, 5, 0]","[33, 2, 1, 0]","[36, 2, 2, 0]","[37, 2, 6, 0]","[38, 2, 6, 2]","[42, 2, 3, 2]","[43, 2, 1, 2]","[44, 2, 7, 2]","[45, 2, 3, 2]","[48, 2, 3, 2]",,,,,,
84,"[1, 4, 1, 4]","[11, 2, 9, 2]","[12, 2, 5, 2]","[14, 2, 0, 2]","[15, 2, 6, 2]","[29, 2, 6, 2]","[32, 2, 5, 0]","[33, 2, 1, 0]","[36, 2, 2, 0]","[37, 2, 6, 0]","[38, 2, 6, 2]","[42, 2, 3, 2]","[43, 2, 1, 2]","[44, 2, 7, 2]","[45, 2, 3, 2]","[48, 2, 3, 2]","[51, 2, 7, 0]",,,,,
85,"[1, 4, 1, 4]","[11, 2, 9, 2]","[12, 2, 5, 2]","[14, 2, 0, 2]","[15, 2, 6, 2]","[29, 2, 6, 2]","[32, 2, 5, 0]","[33, 2, 1, 0]","[36, 2, 2, 0]","[37, 2, 6, 0]","[38, 2, 6, 2]","[42, 2, 3, 0]","[43, 2, 1, 0]","[44, 2, 7, 2]","[45, 2, 3, 2]","[48, 2, 3, 2]","[51, 2, 7, 0]","[52, 2, 1, 0]",,,,
86,"[1, 4, 1, 0]","[11, 2, 9, 2]","[12, 2, 5, 2]","[14, 2, 0, 2]","[15, 2, 6, 2]","[29, 2, 6, 2]","[32, 2, 5, 0]","[33, 2, 1, 0]","[36, 2, 2, 0]","[37, 2, 6, 0]","[38, 2, 6, 2]","[42, 2, 3, 0]","[43, 2, 1, 0]","[44, 2, 7, 2]","[45, 2, 3, 2]","[48, 2, 3, 2]","[51, 2, 7, 0]","[52, 2, 1, 0]","[53, 2, 3, 0]",,,
87,"[1, 4, 1, 0]","[11, 2, 9, 0]","[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 2]","[32, 2, 5, 0]","[33, 2, 1, 0]","[36, 2, 2, 0]","[37, 2, 6, 0]","[38, 2, 6, 2]","[42, 2, 3, 0]","[43, 2, 1, 0]","[44, 2, 7, 2]","[45, 2, 3, 2]","[48, 2, 3, 2]","[51, 2, 7, 0]","[52, 2, 1, 0]","[53, 2, 3, 0]",,,,
88,"[1, 4, 1, 0]","[11, 2, 9, 0]","[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 2]","[32, 2, 5, 2]","[33, 2, 1, 0]","[36, 2, 2, 0]","[37, 2, 6, 0]","[38, 2, 6, 2]","[42, 2, 3, 0]","[43, 2, 1, 0]","[44, 2, 7, 2]","[45, 2, 3, 2]","[48, 2, 3, 2]","[51, 2, 7, 0]","[53, 2, 3, 0]",,,,,
89,"[1, 4, 1, 0]","[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 2]","[32, 2, 5, 2]","[33, 2, 1, 0]","[36, 2, 2, 0]","[37, 2, 6, 0]","[38, 2, 6, 2]","[42, 2, 3, 0]","[43, 2, 1, 0]","[44, 2, 7, 2]","[45, 2, 3, 2]","[48, 2, 3, 2]","[51, 2, 7, 0]","[53, 2, 3, 0]",,,,,,
90,"[1, 4, 1, 0]","[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 2]","[32, 2, 5, 2]","[33, 2, 1, 2]","[36, 2, 2, 2]","[37, 2, 6, 0]","[38, 2, 6, 2]","[42, 2, 3, 0]","[43, 2, 1, 0]","[44, 2, 7, 2]","[45, 2, 3, 2]","[48, 2, 3, 2]","[51, 2, 7, 0]",,,,,,,
91,"[1, 4, 1, 0]","[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 2]","[32, 2, 5, 2]","[33, 2, 1, 2]","[36, 2, 2, 2]","[37, 2, 6, 0]","[38, 2, 6, 2]","[42, 2, 3, 0]","[43, 2, 1, 0]","[44, 2, 7, 2]","[45, 2, 3, 2]","[48, 2, 3, 2]","[51, 2, 7, 0]","[54, 2, 9, 0]",,,,,,
92,"[1, 4, 1, 0]","[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 2]","[32, 2, 5, 0]","[33, 2, 1, 2]","[36, 2, 2, 2]","[37, 2, 6, 0]","[38, 2, 6, 2]","[42, 2, 3, 0]","[43, 2, 1, 0]","[44, 2, 7, 0]","[45, 2, 3, 0]","[48, 2, 3, 1]","[51, 2, 7, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]",,,,,
93,"[1, 4, 1, 0]","[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 2]","[32, 2, 5, 0]","[33, 2, 1, 2]","[36, 2, 2, 2]","[38, 2, 6, 2]","[42, 2, 3, 0]","[43, 2, 1, 0]","[44, 2, 7, 0]","[45, 2, 3, 0]","[48, 2, 3, 0]","[51, 2, 7, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]",,,,,,
94,"[1, 4, 1, 0]","[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 2]","[32, 2, 5, 0]","[33, 2, 1, 2]","[36, 2, 2, 2]","[38, 2, 6, 2]","[42, 2, 3, 0]","[44, 2, 7, 0]","[45, 2, 3, 0]","[48, 2, 3, 0]","[51, 2, 7, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]",,,,,,,
95,"[1, 4, 1, 0]","[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 2]","[32, 2, 5, 0]","[33, 2, 1, 2]","[36, 2, 2, 2]","[38, 2, 6, 2]","[42, 2, 3, 0]","[44, 2, 7, 0]","[45, 2, 3, 0]","[48, 2, 3, 0]","[51, 2, 7, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]","[56, 2, 3, 0]",,,,,,
96,"[1, 4, 1, 0]","[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 2]","[32, 2, 5, 0]","[33, 2, 1, 2]","[36, 2, 2, 2]","[38, 2, 6, 2]","[42, 2, 3, 0]","[44, 2, 7, 0]","[48, 2, 3, 0]","[51, 2, 7, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]","[56, 2, 3, 0]",,,,,,,
97,"[1, 4, 1, 0]","[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[33, 2, 1, 2]","[36, 2, 2, 2]","[38, 2, 6, 2]","[42, 2, 3, 0]","[44, 2, 7, 0]","[48, 2, 3, 0]","[51, 2, 7, 1]","[54, 2, 9, 0]","[55, 2, 8, 0]",,,,,,,,
98,"[1, 4, 1, 0]","[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[33, 2, 1, 2]","[36, 2, 2, 2]","[38, 2, 6, 2]","[42, 2, 3, 0]","[44, 2, 7, 0]","[48, 2, 3, 0]","[51, 2, 7, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]","[57, 2, 0, 0]",,,,,,,
99,"[1, 4, 1, 0]","[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 2]","[38, 2, 6, 2]","[42, 2, 3, 0]","[44, 2, 7, 0]","[48, 2, 3, 0]","[51, 2, 7, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]","[57, 2, 0, 0]",,,,,,,,
100,"[1, 4, 1, 0]","[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 2]","[38, 2, 6, 2]","[42, 2, 3, 0]","[48, 2, 3, 0]","[51, 2, 7, 0]","[54, 2, 9, 2]","[55, 2, 8, 0]","[57, 2, 0, 0]",,,,,,,,,
101,"[1, 4, 1, 0]","[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 2]","[38, 2, 6, 2]","[42, 2, 3, 0]","[48, 2, 3, 0]","[51, 2, 7, 0]","[54, 2, 9, 2]","[55, 2, 8, 0]","[57, 2, 0, 0]","[58, 2, 1, 0]",,,,,,,,
102,"[1, 4, 1, 0]","[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 2]","[38, 2, 6, 2]","[42, 2, 3, 0]","[48, 2, 3, 0]","[51, 2, 7, 0]","[54, 2, 9, 2]","[55, 2, 8, 0]","[57, 2, 0, 0]","[58, 2, 1, 0]","[59, 2, 1, 0]",,,,,,,
103,"[1, 4, 1, 0]","[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 2]","[42, 2, 3, 0]","[48, 2, 3, 0]","[51, 2, 7, 0]","[54, 2, 9, 2]","[55, 2, 8, 0]","[57, 2, 0, 0]","[58, 2, 1, 0]","[59, 2, 1, 0]",,,,,,,,
104,"[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 2]","[42, 2, 3, 0]","[48, 2, 3, 0]","[51, 2, 7, 0]","[54, 2, 9, 2]","[55, 2, 8, 0]","[57, 2, 0, 2]","[58, 2, 1, 0]","[59, 2, 1, 0]",,,,,,,,,
105,"[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 2]","[42, 2, 3, 0]","[48, 2, 3, 0]","[51, 2, 7, 0]","[54, 2, 9, 2]","[55, 2, 8, 0]","[57, 2, 0, 2]","[58, 2, 1, 0]","[59, 2, 1, 0]","[60, 2, 5, 0]",,,,,,,,
106,"[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 2]","[42, 2, 3, 0]","[48, 2, 3, 0]","[51, 2, 7, 0]","[54, 2, 9, 2]","[55, 2, 8, 0]","[57, 2, 0, 2]","[58, 2, 1, 0]","[59, 2, 1, 0]","[60, 2, 5, 0]",,,,,,,,
107,"[12, 2, 5, 2]","[14, 2, 0, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 2]","[42, 2, 3, 0]","[48, 2, 3, 0]","[51, 2, 7, 0]","[54, 2, 9, 2]","[55, 2, 8, 0]","[57, 2, 0, 2]","[58, 2, 1, 2]","[59, 2, 1, 2]",,,,,,,,,
108,"[12, 2, 5, 2]","[14, 2, 0, 2]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 0]","[42, 2, 3, 0]","[48, 2, 3, 0]","[51, 2, 7, 0]","[54, 2, 9, 2]","[55, 2, 8, 0]","[57, 2, 0, 2]","[58, 2, 1, 2]","[59, 2, 1, 2]","[61, 2, 4, 0]",,,,,,,,
109,"[12, 2, 5, 2]","[14, 2, 0, 2]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 0]","[42, 2, 3, 0]","[48, 2, 3, 0]","[51, 2, 7, 0]","[54, 2, 9, 2]","[55, 2, 8, 0]","[57, 2, 0, 2]","[58, 2, 1, 2]","[59, 2, 1, 2]","[61, 2, 4, 0]","[62, 2, 1, 0]",,,,,,,
110,"[12, 2, 5, 2]","[14, 2, 0, 2]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 0]","[42, 2, 3, 0]","[48, 2, 3, 0]","[51, 2, 7, 0]","[54, 2, 9, 2]","[55, 2, 8, 0]","[57, 2, 0, 2]","[58, 2, 1, 2]","[59, 2, 1, 2]","[61, 2, 4, 0]","[62, 2, 1, 0]","[63, 2, 2, 0]",,,,,,
111,"[12, 2, 5, 2]","[14, 2, 0, 2]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 0]","[42, 2, 3, 0]","[48, 2, 3, 0]","[51, 2, 7, 0]","[54, 2, 9, 2]","[55, 2, 8, 0]","[57, 2, 0, 2]","[58, 2, 1, 2]","[59, 2, 1, 2]","[61, 2, 4, 0]","[62, 2, 1, 0]","[63, 2, 2, 0]","[64, 2, 6, 0]",,,,,
112,"[12, 2, 5, 2]","[14, 2, 0, 2]","[29, 2, 6, 2]","[32, 2, 5, 2]","[36, 2, 2, 0]","[42, 2, 3, 0]","[48, 2, 3, 0]","[51, 2, 7, 0]","[54, 2, 9, 2]","[55, 2, 8, 0]","[57, 2, 0, 2]","[58, 2, 1, 2]","[59, 2, 1, 2]","[61, 2, 4, 0]","[62, 2, 1, 0]","[63, 2, 2, 0]",,,,,,
113,"[12, 2, 5, 2]","[14, 2, 0, 2]","[29, 2, 6, 2]","[32, 2, 5, 2]","[36, 2, 2, 0]","[42, 2, 3, 0]","[48, 2, 3, 0]","[51, 2, 7, 0]","[54, 2, 9, 2]","[55, 2, 8, 0]","[57, 2, 0, 2]","[58, 2, 1, 2]","[59, 2, 1, 2]","[61, 2, 4, 0]","[62, 2, 1, 0]","[63, 2, 2, 0]","[65, 2, 2, 0]",,,,,
114,"[12, 2, 5, 2]","[14, 2, 0, 2]","[29, 2, 6, 2]","[32, 2, 5, 2]","[36, 2, 2, 0]","[42, 2, 3, 0]","[48, 2, 3, 0]","[51, 2, 7, 0]","[54, 2, 9, 2]","[55, 2, 8, 0]","[57, 2, 0, 2]","[58, 2, 1, 2]","[59, 2, 1, 2]","[61, 2, 4, 0]","[62, 2, 1, 0]","[63, 2, 2, 0]","[65, 2, 2, 0]","[66, 2, 8, 0]",,,,
115,"[12, 2, 5, 1]","[14, 2, 0, 2]","[29, 2, 6, 2]","[32, 2, 5, 2]","[36, 2, 2, 0]","[42, 2, 3, 0]","[48, 2, 3, 0]","[51, 2, 7, 0]","[54, 2, 9, 2]","[55, 2, 8, 0]","[57, 2, 0, 2]","[58, 2, 1, 0]","[59, 2, 1, 0]","[61, 2, 4, 0]","[62, 2, 1, 0]","[63, 2, 2, 0]","[65, 2, 2, 0]","[66, 2, 8, 0]","[67, 2, 8, 0]",,,
116,"[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 2]","[32, 2, 5, 2]","[36, 2, 2, 0]","[42, 2, 3, 0]","[48, 2, 3, 0]","[51, 2, 7, 0]","[54, 2, 9, 2]","[55, 2, 8, 0]","[57, 2, 0, 2]","[58, 2, 1, 0]","[59, 2, 1, 0]","[62, 2, 1, 0]","[63, 2, 2, 0]","[65, 2, 2, 0]","[66, 2, 8, 0]","[67, 2, 8, 0]",,,,
117,"[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 2]","[32, 2, 5, 2]","[36, 2, 2, 0]","[42, 2, 3, 0]","[48, 2, 3, 0]","[51, 2, 7, 0]","[54, 2, 9, 2]","[55, 2, 8, 0]","[57, 2, 0, 2]","[58, 2, 1, 0]","[59, 2, 1, 0]","[62, 2, 1, 0]","[63, 2, 2, 0]","[65, 2, 2, 0]","[66, 2, 8, 0]",,,,,
118,"[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 2]","[32, 2, 5, 2]","[36, 2, 2, 0]","[42, 2, 3, 0]","[48, 2, 3, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]","[57, 2, 0, 2]","[58, 2, 1, 0]","[59, 2, 1, 0]","[62, 2, 1, 0]","[63, 2, 2, 0]","[65, 2, 2, 0]","[66, 2, 8, 0]",,,,,,
119,"[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 2]","[32, 2, 5, 2]","[36, 2, 2, 0]","[48, 2, 3, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]","[57, 2, 0, 2]","[58, 2, 1, 0]","[59, 2, 1, 0]","[62, 2, 1, 0]","[63, 2, 2, 0]","[65, 2, 2, 0]","[66, 2, 8, 0]",,,,,,,
120,"[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 2]","[32, 2, 5, 2]","[36, 2, 2, 2]","[48, 2, 3, 2]","[54, 2, 9, 2]","[55, 2, 8, 0]","[57, 2, 0, 2]","[58, 2, 1, 0]","[59, 2, 1, 0]","[62, 2, 1, 0]","[63, 2, 2, 0]","[65, 2, 2, 0]",,,,,,,,
121,"[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 2]","[32, 2, 5, 2]","[36, 2, 2, 2]","[48, 2, 3, 2]","[54, 2, 9, 2]","[55, 2, 8, 0]","[57, 2, 0, 2]","[58, 2, 1, 0]","[59, 2, 1, 0]","[62, 2, 1, 0]","[63, 2, 2, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]",,,,,,,
122,"[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 2]","[32, 2, 5, 2]","[36, 2, 2, 2]","[48, 2, 3, 2]","[54, 2, 9, 2]","[55, 2, 8, 0]","[57, 2, 0, 2]","[58, 2, 1, 0]","[59, 2, 1, 0]","[62, 2, 1, 0]","[63, 2, 2, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[69, 2, 6, 0]",,,,,,
123,"[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 2]","[32, 2, 5, 2]","[36, 2, 2, 2]","[48, 2, 3, 2]","[54, 2, 9, 2]","[55, 2, 8, 0]","[57, 2, 0, 2]","[58, 2, 1, 0]","[59, 2, 1, 0]","[62, 2, 1, 0]","[63, 2, 2, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[69, 2, 6, 0]","[70, 2, 5, 0]",,,,,
124,"[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 2]","[32, 2, 5, 2]","[36, 2, 2, 2]","[48, 2, 3, 2]","[54, 2, 9, 2]","[55, 2, 8, 0]","[57, 2, 0, 2]","[58, 2, 1, 0]","[59, 2, 1, 0]","[62, 2, 1, 0]","[63, 2, 2, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[69, 2, 6, 0]","[70, 2, 5, 0]","[71, 2, 2, 0]",,,,
125,"[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 0]","[48, 2, 3, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]","[57, 2, 0, 2]","[58, 2, 1, 0]","[59, 2, 1, 0]","[62, 2, 1, 0]","[63, 2, 2, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[69, 2, 6, 0]","[70, 2, 5, 0]","[71, 2, 2, 0]",,,,
126,"[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 0]","[48, 2, 3, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]","[57, 2, 0, 2]","[58, 2, 1, 0]","[59, 2, 1, 0]","[62, 2, 1, 0]","[63, 2, 2, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[69, 2, 6, 0]","[70, 2, 5, 0]",,,,,
127,"[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 0]","[48, 2, 3, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]","[57, 2, 0, 2]","[58, 2, 1, 0]","[59, 2, 1, 0]","[62, 2, 1, 0]","[63, 2, 2, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[69, 2, 6, 0]",,,,,,
128,"[12, 2, 5, 0]","[14, 2, 0, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 0]","[48, 2, 3, 0]","[54, 2, 9, 2]","[55, 2, 8, 2]","[58, 2, 1, 2]","[59, 2, 1, 2]","[62, 2, 1, 0]","[63, 2, 2, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[69, 2, 6, 0]",,,,,,,
129,"[14, 2, 0, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 0]","[48, 2, 3, 0]","[54, 2, 9, 2]","[55, 2, 8, 2]","[58, 2, 1, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[63, 2, 2, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[69, 2, 6, 0]",,,,,,,,
130,"[14, 2, 0, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 0]","[48, 2, 3, 0]","[54, 2, 9, 2]","[55, 2, 8, 2]","[58, 2, 1, 2]","[59, 2, 1, 2]","[62, 2, 1, 2]","[63, 2, 2, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[69, 2, 6, 0]",,,,,,,,
131,"[14, 2, 0, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 0]","[48, 2, 3, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]","[58, 2, 1, 0]","[59, 2, 1, 0]","[62, 2, 1, 2]","[63, 2, 2, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]","[69, 2, 6, 0]",,,,,,,,
132,"[14, 2, 0, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 0]","[48, 2, 3, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]","[58, 2, 1, 0]","[59, 2, 1, 0]","[62, 2, 1, 2]","[63, 2, 2, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]",,,,,,,,,
133,"[14, 2, 0, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 0]","[48, 2, 3, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]","[59, 2, 1, 0]","[62, 2, 1, 2]","[63, 2, 2, 0]","[65, 2, 2, 0]","[68, 2, 6, 0]",,,,,,,,,,
134,"[14, 2, 0, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]","[59, 2, 1, 0]","[62, 2, 1, 2]","[63, 2, 2, 0]","[65, 2, 2, 2]","[68, 2, 6, 0]",,,,,,,,,,,
135,"[14, 2, 0, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]","[59, 2, 1, 0]","[62, 2, 1, 2]","[63, 2, 2, 0]","[65, 2, 2, 2]","[68, 2, 6, 0]","[72, 2, 7, 0]",,,,,,,,,,
136,"[14, 2, 0, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]","[59, 2, 1, 0]","[62, 2, 1, 2]","[63, 2, 2, 0]","[65, 2, 2, 2]","[68, 2, 6, 0]","[72, 2, 7, 0]",,,,,,,,,,
137,"[14, 2, 0, 0]","[29, 2, 6, 0]","[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]","[59, 2, 1, 0]","[62, 2, 1, 2]","[63, 2, 2, 0]","[65, 2, 2, 2]","[68, 2, 6, 0]","[72, 2, 7, 0]",,,,,,,,,,
138,"[14, 2, 0, 2]","[29, 2, 6, 2]","[32, 2, 5, 0]","[36, 2, 2, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]","[59, 2, 1, 0]","[62, 2, 1, 2]","[63, 2, 2, 0]","[65, 2, 2, 2]","[68, 2, 6, 2]",,,,,,,,,,,
139,"[14, 2, 0, 2]","[29, 2, 6, 2]","[32, 2, 5, 2]","[36, 2, 2, 0]","[54, 2, 9, 0]","[55, 2, 8, 0]","[59, 2, 1, 0]","[62, 2, 1, 2]","[63, 2, 2, 0]","[65, 2, 2, 2]","[68, 2, 6, 2]","[73, 2, 3, 0]",,,,,,,,,,
