,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
80,"[6, 2, 4, 2]","[7, 2, 2, 0]","[11, 2, 7, 0]","[14, 2, 5, 0]","[23, 2, 3, 0]","[24, 2, 2, 0]","[26, 2, 0, 0]","[27, 2, 2, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[33, 2, 1, 0]","[35, 2, 0, 0]","[37, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[42, 2, 7, 1]","[44, 2, 5, 2]","[46, 2, 3, 2]","[47, 2, 8, 2]","[49, 2, 7, 2]","[50, 2, 8, 2]","[51, 2, 1, 1]",,,,,
81,"[6, 2, 4, 2]","[7, 2, 2, 0]","[11, 2, 7, 0]","[14, 2, 5, 0]","[23, 2, 3, 0]","[24, 2, 2, 0]","[26, 2, 0, 0]","[27, 2, 2, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[33, 2, 1, 0]","[35, 2, 0, 0]","[37, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[42, 2, 7, 1]","[44, 2, 5, 2]","[46, 2, 3, 2]","[47, 2, 8, 2]","[49, 2, 7, 2]","[50, 2, 8, 2]","[51, 2, 1, 1]","[53, 2, 1, 0]",,,,
82,"[6, 2, 4, 2]","[7, 2, 2, 2]","[11, 2, 7, 1]","[14, 2, 5, 0]","[23, 2, 3, 0]","[24, 2, 2, 0]","[26, 2, 0, 0]","[27, 2, 2, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[33, 2, 1, 0]","[35, 2, 0, 0]","[37, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[42, 2, 7, 1]","[44, 2, 5, 2]","[46, 2, 3, 2]","[47, 2, 8, 2]","[49, 2, 7, 2]","[50, 2, 8, 2]","[51, 2, 1, 2]",,,,,
83,"[6, 2, 4, 2]","[7, 2, 2, 2]","[11, 2, 7, 2]","[14, 2, 5, 2]","[23, 2, 3, 2]","[24, 2, 2, 2]","[26, 2, 0, 1]","[27, 2, 2, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[33, 2, 1, 0]","[35, 2, 0, 0]","[37, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[42, 2, 7, 1]","[44, 2, 5, 2]","[46, 2, 3, 2]","[47, 2, 8, 2]","[49, 2, 7, 2]","[50, 2, 8, 2]",,,,,,
84,"[6, 2, 4, 2]","[7, 2, 2, 2]","[11, 2, 7, 2]","[14, 2, 5, 2]","[23, 2, 3, 2]","[24, 2, 2, 2]","[26, 2, 0, 2]","[27, 2, 2, 1]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[33, 2, 1, 0]","[35, 2, 0, 0]","[37, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[42, 2, 7, 1]","[44, 2, 5, 2]","[46, 2, 3, 2]","[47, 2, 8, 2]","[49, 2, 7, 2]","[50, 2, 8, 2]","[54, 2, 7, 0]",,,,,
85,"[6, 2, 4, 2]","[7, 2, 2, 2]","[11, 2, 7, 2]","[14, 2, 5, 2]","[23, 2, 3, 2]","[24, 2, 2, 2]","[26, 2, 0, 2]","[27, 2, 2, 1]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[33, 2, 1, 0]","[35, 2, 0, 0]","[37, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[42, 2, 7, 0]","[44, 2, 5, 0]","[46, 2, 3, 1]","[47, 2, 8, 2]","[49, 2, 7, 2]","[50, 2, 8, 2]","[54, 2, 7, 0]","[55, 2, 6, 0]",,,,
86,"[6, 2, 4, 2]","[7, 2, 2, 0]","[11, 2, 7, 2]","[14, 2, 5, 2]","[23, 2, 3, 2]","[24, 2, 2, 2]","[26, 2, 0, 2]","[27, 2, 2, 1]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[33, 2, 1, 0]","[35, 2, 0, 0]","[37, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[42, 2, 7, 0]","[44, 2, 5, 0]","[46, 2, 3, 1]","[47, 2, 8, 2]","[49, 2, 7, 2]","[50, 2, 8, 2]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]",,,
87,"[6, 2, 4, 2]","[7, 2, 2, 0]","[11, 2, 7, 0]","[14, 2, 5, 0]","[23, 2, 3, 0]","[24, 2, 2, 0]","[26, 2, 0, 1]","[27, 2, 2, 1]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[33, 2, 1, 0]","[35, 2, 0, 0]","[37, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[42, 2, 7, 0]","[44, 2, 5, 0]","[46, 2, 3, 1]","[47, 2, 8, 2]","[49, 2, 7, 2]","[50, 2, 8, 2]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[57, 2, 1, 0]",,
88,"[6, 2, 4, 0]","[7, 2, 2, 0]","[11, 2, 7, 0]","[14, 2, 5, 0]","[23, 2, 3, 0]","[24, 2, 2, 0]","[26, 2, 0, 1]","[27, 2, 2, 1]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[33, 2, 1, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[42, 2, 7, 0]","[44, 2, 5, 0]","[46, 2, 3, 1]","[47, 2, 8, 2]","[49, 2, 7, 2]","[50, 2, 8, 2]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[57, 2, 1, 0]",,,
89,"[6, 2, 4, 0]","[7, 2, 2, 0]","[11, 2, 7, 0]","[14, 2, 5, 0]","[23, 2, 3, 0]","[24, 2, 2, 0]","[26, 2, 0, 1]","[27, 2, 2, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[33, 2, 1, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[42, 2, 7, 0]","[44, 2, 5, 0]","[46, 2, 3, 1]","[49, 2, 7, 2]","[50, 2, 8, 2]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[57, 2, 1, 0]",,,,
90,"[6, 2, 4, 0]","[7, 2, 2, 0]","[11, 2, 7, 0]","[14, 2, 5, 0]","[23, 2, 3, 0]","[24, 2, 2, 0]","[26, 2, 0, 1]","[27, 2, 2, 1]","[28, 2, 2, 2]","[30, 2, 1, 2]","[31, 2, 2, 1]","[33, 2, 1, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[42, 2, 7, 0]","[44, 2, 5, 0]","[46, 2, 3, 1]","[49, 2, 7, 2]","[50, 2, 8, 2]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]",,,,,
91,"[6, 2, 4, 0]","[7, 2, 2, 0]","[11, 2, 7, 0]","[14, 2, 5, 0]","[23, 2, 3, 0]","[24, 2, 2, 0]","[26, 2, 0, 1]","[27, 2, 2, 1]","[28, 2, 2, 2]","[30, 2, 1, 2]","[31, 2, 2, 1]","[33, 2, 1, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[42, 2, 7, 0]","[44, 2, 5, 0]","[46, 2, 3, 1]","[49, 2, 7, 2]","[50, 2, 8, 2]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[58, 2, 0, 0]",,,,
92,"[6, 2, 4, 0]","[7, 2, 2, 0]","[14, 2, 5, 0]","[23, 2, 3, 0]","[24, 2, 2, 0]","[26, 2, 0, 1]","[27, 2, 2, 1]","[28, 2, 2, 2]","[30, 2, 1, 2]","[31, 2, 2, 1]","[33, 2, 1, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[42, 2, 7, 0]","[44, 2, 5, 0]","[46, 2, 3, 1]","[49, 2, 7, 2]","[50, 2, 8, 2]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[58, 2, 0, 0]",,,,,
93,"[6, 2, 4, 0]","[7, 2, 2, 0]","[14, 2, 5, 0]","[23, 2, 3, 0]","[24, 2, 2, 0]","[26, 2, 0, 1]","[27, 2, 2, 1]","[28, 2, 2, 2]","[30, 2, 1, 2]","[31, 2, 2, 1]","[33, 2, 1, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[42, 2, 7, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[50, 2, 8, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[58, 2, 0, 0]","[59, 2, 0, 0]",,,,
94,"[6, 2, 4, 0]","[7, 2, 2, 0]","[14, 2, 5, 0]","[23, 2, 3, 0]","[24, 2, 2, 0]","[26, 2, 0, 1]","[27, 2, 2, 1]","[28, 2, 2, 2]","[30, 2, 1, 2]","[31, 2, 2, 1]","[33, 2, 1, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[42, 2, 7, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[50, 2, 8, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[58, 2, 0, 0]",,,,,
95,"[6, 2, 4, 0]","[7, 2, 2, 0]","[14, 2, 5, 0]","[23, 2, 3, 0]","[24, 2, 2, 0]","[26, 2, 0, 1]","[27, 2, 2, 1]","[28, 2, 2, 2]","[30, 2, 1, 2]","[31, 2, 2, 1]","[33, 2, 1, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[42, 2, 7, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[58, 2, 0, 0]",,,,,,
96,"[6, 2, 4, 0]","[7, 2, 2, 0]","[14, 2, 5, 0]","[23, 2, 3, 0]","[24, 2, 2, 0]","[26, 2, 0, 1]","[27, 2, 2, 1]","[28, 2, 2, 2]","[30, 2, 1, 2]","[31, 2, 2, 1]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[42, 2, 7, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[58, 2, 0, 0]",,,,,,,
97,"[6, 2, 4, 0]","[7, 2, 2, 0]","[14, 2, 5, 0]","[23, 2, 3, 0]","[24, 2, 2, 0]","[26, 2, 0, 0]","[27, 2, 2, 1]","[28, 2, 2, 2]","[30, 2, 1, 2]","[31, 2, 2, 1]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[42, 2, 7, 1]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]",,,,,,,,
98,"[6, 2, 4, 0]","[7, 2, 2, 0]","[23, 2, 3, 0]","[24, 2, 2, 0]","[26, 2, 0, 0]","[27, 2, 2, 1]","[28, 2, 2, 2]","[30, 2, 1, 2]","[31, 2, 2, 1]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[42, 2, 7, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]",,,,,,,,,
99,"[6, 2, 4, 0]","[7, 2, 2, 0]","[24, 2, 2, 0]","[26, 2, 0, 0]","[27, 2, 2, 1]","[28, 2, 2, 2]","[30, 2, 1, 2]","[31, 2, 2, 1]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[42, 2, 7, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]",,,,,,,,,,
100,"[7, 2, 2, 0]","[24, 2, 2, 0]","[26, 2, 0, 0]","[27, 2, 2, 1]","[28, 2, 2, 2]","[30, 2, 1, 2]","[31, 2, 2, 1]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[42, 2, 7, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]",,,,,,,,,,,
101,"[7, 2, 2, 0]","[24, 2, 2, 0]","[26, 2, 0, 0]","[27, 2, 2, 1]","[28, 2, 2, 2]","[30, 2, 1, 2]","[31, 2, 2, 1]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[42, 2, 7, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]",,,,,,,,,,
102,"[7, 2, 2, 0]","[24, 2, 2, 0]","[26, 2, 0, 0]","[27, 2, 2, 1]","[28, 2, 2, 2]","[30, 2, 1, 2]","[31, 2, 2, 1]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[42, 2, 7, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[61, 2, 0, 0]",,,,,,,,,
103,"[7, 2, 2, 0]","[24, 2, 2, 0]","[26, 2, 0, 0]","[28, 2, 2, 1]","[30, 2, 1, 2]","[31, 2, 2, 1]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[42, 2, 7, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[61, 2, 0, 0]",,,,,,,,,,
104,"[7, 2, 2, 0]","[24, 2, 2, 0]","[26, 2, 0, 0]","[28, 2, 2, 1]","[30, 2, 1, 2]","[31, 2, 2, 1]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 1]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[61, 2, 0, 0]",,,,,,,,,,,
105,"[24, 2, 2, 0]","[26, 2, 0, 0]","[28, 2, 2, 1]","[30, 2, 1, 2]","[31, 2, 2, 1]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 1]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[61, 2, 0, 0]",,,,,,,,,,,,
106,"[24, 2, 2, 0]","[26, 2, 0, 0]","[28, 2, 2, 1]","[30, 2, 1, 2]","[31, 2, 2, 1]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 1]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[61, 2, 0, 0]","[62, 2, 1, 0]",,,,,,,,,,,
107,"[24, 2, 2, 2]","[26, 2, 0, 0]","[28, 2, 2, 1]","[30, 2, 1, 2]","[31, 2, 2, 1]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 1]","[55, 2, 6, 0]","[56, 2, 5, 2]","[60, 2, 1, 2]","[61, 2, 0, 2]",,,,,,,,,,,,
108,"[24, 2, 2, 2]","[26, 2, 0, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 1]","[55, 2, 6, 0]","[56, 2, 5, 2]","[60, 2, 1, 2]","[61, 2, 0, 2]","[63, 2, 8, 0]",,,,,,,,,,,
109,"[24, 2, 2, 2]","[26, 2, 0, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 1]","[55, 2, 6, 0]","[56, 2, 5, 2]","[60, 2, 1, 2]","[61, 2, 0, 2]","[63, 2, 8, 0]","[64, 2, 6, 0]",,,,,,,,,,
110,"[24, 2, 2, 2]","[26, 2, 0, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 1]","[55, 2, 6, 0]","[56, 2, 5, 2]","[60, 2, 1, 2]","[61, 2, 0, 2]","[63, 2, 8, 0]","[64, 2, 6, 0]","[65, 2, 4, 0]",,,,,,,,,
111,"[24, 2, 2, 2]","[26, 2, 0, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 1]","[55, 2, 6, 0]","[56, 2, 5, 2]","[60, 2, 1, 2]","[61, 2, 0, 2]","[63, 2, 8, 0]","[64, 2, 6, 0]","[65, 2, 4, 0]","[66, 2, 2, 0]",,,,,,,,
112,"[24, 2, 2, 2]","[26, 2, 0, 2]","[28, 2, 2, 2]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 1]","[55, 2, 6, 0]","[56, 2, 5, 2]","[60, 2, 1, 2]","[61, 2, 0, 2]","[63, 2, 8, 0]","[64, 2, 6, 0]","[65, 2, 4, 0]",,,,,,,,,
113,"[24, 2, 2, 2]","[26, 2, 0, 2]","[28, 2, 2, 2]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 1]","[55, 2, 6, 0]","[56, 2, 5, 2]","[60, 2, 1, 2]","[61, 2, 0, 2]","[63, 2, 8, 0]","[64, 2, 6, 0]","[65, 2, 4, 0]","[67, 2, 6, 0]",,,,,,,,
114,"[24, 2, 2, 2]","[26, 2, 0, 2]","[28, 2, 2, 2]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 1]","[55, 2, 6, 0]","[56, 2, 5, 2]","[60, 2, 1, 2]","[61, 2, 0, 2]","[63, 2, 8, 0]","[64, 2, 6, 0]","[65, 2, 4, 0]","[67, 2, 6, 0]","[68, 2, 4, 0]",,,,,,,
115,"[24, 2, 2, 0]","[26, 2, 0, 2]","[28, 2, 2, 2]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 1]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[61, 2, 0, 0]","[63, 2, 8, 0]","[64, 2, 6, 0]","[65, 2, 4, 0]","[67, 2, 6, 0]","[68, 2, 4, 0]","[69, 2, 2, 0]",,,,,,
116,"[24, 2, 2, 0]","[26, 2, 0, 2]","[28, 2, 2, 2]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 1]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[61, 2, 0, 0]","[63, 2, 8, 0]","[64, 2, 6, 0]","[65, 2, 4, 0]","[67, 2, 6, 0]","[68, 2, 4, 0]",,,,,,,
117,"[24, 2, 2, 0]","[26, 2, 0, 2]","[28, 2, 2, 2]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[61, 2, 0, 0]","[63, 2, 8, 0]","[64, 2, 6, 0]","[67, 2, 6, 0]","[68, 2, 4, 0]",,,,,,,,
118,"[24, 2, 2, 0]","[26, 2, 0, 2]","[28, 2, 2, 2]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[61, 2, 0, 0]","[63, 2, 8, 0]","[64, 2, 6, 0]","[67, 2, 6, 0]",,,,,,,,,
119,"[24, 2, 2, 0]","[26, 2, 0, 2]","[28, 2, 2, 2]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[63, 2, 8, 0]","[64, 2, 6, 0]","[67, 2, 6, 0]",,,,,,,,,,
120,"[24, 2, 2, 0]","[26, 2, 0, 2]","[28, 2, 2, 2]","[30, 2, 1, 2]","[31, 2, 2, 2]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[63, 2, 8, 0]","[64, 2, 6, 0]",,,,,,,,,,,
121,"[24, 2, 2, 0]","[26, 2, 0, 2]","[28, 2, 2, 2]","[30, 2, 1, 2]","[31, 2, 2, 2]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[63, 2, 8, 0]","[64, 2, 6, 0]","[70, 2, 7, 0]",,,,,,,,,,
122,"[24, 2, 2, 0]","[26, 2, 0, 2]","[28, 2, 2, 2]","[30, 2, 1, 2]","[31, 2, 2, 2]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[63, 2, 8, 0]","[64, 2, 6, 0]","[70, 2, 7, 0]","[71, 2, 5, 0]",,,,,,,,,
123,"[24, 2, 2, 0]","[26, 2, 0, 2]","[28, 2, 2, 2]","[30, 2, 1, 2]","[31, 2, 2, 2]","[35, 2, 0, 2]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[63, 2, 8, 0]","[64, 2, 6, 0]","[70, 2, 7, 0]","[71, 2, 5, 0]","[72, 2, 2, 0]",,,,,,,,
124,"[24, 2, 2, 0]","[26, 2, 0, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 1]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[63, 2, 8, 0]","[64, 2, 6, 0]","[70, 2, 7, 0]","[71, 2, 5, 0]","[72, 2, 2, 0]","[73, 2, 1, 0]",,,,,,,
125,"[24, 2, 2, 0]","[26, 2, 0, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[63, 2, 8, 0]","[64, 2, 6, 0]","[70, 2, 7, 0]","[71, 2, 5, 0]","[72, 2, 2, 0]",,,,,,,,
126,"[24, 2, 2, 0]","[26, 2, 0, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[63, 2, 8, 0]","[64, 2, 6, 0]","[70, 2, 7, 0]","[71, 2, 5, 0]",,,,,,,,,
127,"[24, 2, 2, 0]","[26, 2, 0, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 0]","[38, 2, 1, 0]","[40, 2, 4, 0]","[44, 2, 5, 0]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[63, 2, 8, 0]","[64, 2, 6, 0]","[70, 2, 7, 0]",,,,,,,,,,
128,"[24, 2, 2, 0]","[26, 2, 0, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 2]","[40, 2, 4, 2]","[44, 2, 5, 2]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[63, 2, 8, 0]","[64, 2, 6, 0]",,,,,,,,,,,
129,"[24, 2, 2, 0]","[26, 2, 0, 0]","[28, 2, 2, 0]","[30, 2, 1, 0]","[31, 2, 2, 0]","[35, 2, 0, 2]","[38, 2, 1, 2]","[40, 2, 4, 2]","[44, 2, 5, 2]","[46, 2, 3, 0]","[49, 2, 7, 0]","[54, 2, 7, 0]","[55, 2, 6, 0]","[56, 2, 5, 0]","[60, 2, 1, 0]","[63, 2, 8, 0]","[64, 2, 6, 0]","[74, 2, 4, 0]",,,,,,,,,,
